GeneID	Method	xFPKM	o12Ortho	o3ProtHomology	o3Species	o4GenomHomol	o5KaKs	g1GenoMap	gGenoCov	p12Complete	p3CDS	p4CodePot	tClass	t1aOneExon
Funhe2EKm000273t1	rnasm	10	orlog	99%	platyfish	100	0.041	okay	86	complete	78	Code	CodingOld	0
Funhe2EKm000276t1	rnasm	10	orlog	100%	platyfish	100	0.050	okay	100	complete	68	Code	CodingOld	0
Funhe2EKm000277t1	rnasm	60	orlog	56%	tilapia	97	0.087	okay	95	complete	76	Code	CodingOld	0
Funhe2EKm000278t1	rnasm	10	orlog	100%	platyfish	100	0.135	okay	100	complete	61	Code	CodingOld	0
Funhe2EKm000280t1	rnasm	50	orlog	100%	platyfish	99	0.109	okay	100	complete	77	Code	CodingOld	0
Funhe2EKm000281t1	rnasm	9	orlog	100%	platyfish	96	0.157	part	77	complete	60	Code	CodingOld	0
Funhe2EKm000282t1	rnasm	6	orlog	100%	mayzebr	96	0.183	okay	100	complete	99	Code	CodingOld	0
Funhe2EKm000283t1	rnasm	8	orlog	100%	mayzebr	100	0.046	okay	100	complete	63	Code	CodingOld	0
Funhe2EKm000284t1	rnasm	40	noor	73%	platyfish	75	0.063	split	93	complete	62	Code	CodingOld	0
Funhe2EKm000285t1	rnasm	3	orlog	100%	mayzebr	100	0.226	okay	97	complete	60	Code	CodingOld	0
Funhe2EKm000286t1	rnasm	3	orlog	93%	tilapia	100	0.279	okay	99	complete	31	Code	CodingOld	0
Funhe2EKm000287t1	rnasm	10	orlog	100%	mayzebr	100	0.232	okay	100	complete	88	Code	CodingOld	0
Funhe2EKm000288t1	gmodel	10	orlog	100%	platyfish	79	0.044	okay	100	complete	51	Code	CodingOld	0
Funhe2EKm000289t1	v1mix	0.5	orlog	100%	platyfish	96	0.167	okay	100	complete	85	Code	CodingOld	0
Funhe2EKm000290t1	v1mix	20	orlog	100%	platyfish	100	0.035	okay	100	complete	46	Code	CodingOld	0
Funhe2EKm000291t1	rnasm	50	orlog	100%	platyfish	95	0.065	okay	100	complete	76	Code	CodingOld	0
Funhe2EKm000292t1	v1mix	0.1	orlog	99%	tilapia	68	0.295	okay	100	complete	47	Code	CodingOld	0
Funhe2EKm000293t1	rnasm	1	orlog	100%	mayzebr	100	0.059	okay	100	complete	60	Code	CodingOld	0
Funhe2EKm000294t1	v1mix	0.8	orlog	100%	platyfish	97	0.048	okay	100	complete	48	Code	CodingOld	0
Funhe2EKm000295t1	rnasm	5	inpar	100%	platyfish	90	NA	okay	92	complete	80	Code	CodingOld	0
Funhe2EKm000296t1	rnasm	7	orlog	95%	tilapia	100	0.061	okay	84	partial	92	Code	CodingOld	0
Funhe2EKm000297t1	rnasm	1	noor	17%	platyfish	13	NA	okay	87	complete	61	Code	CodingNew	0
Funhe2EKm000298t1	rnasm	20	orlog	100%	tilapia	100	0.020	okay	96	complete	83	Code	CodingOld	0
Funhe2EKm000299t1	rnasm	4	noor	0	na	80	NA	okay	100	partial	84	Noncode	NoncodeOld	1
Funhe2EKm000300t1	rnasm	200	noor	0	na	27	NA	part	69	partial	97	Noncode	NoncodeOld	0
Funhe2EKm000301t1	rnasm	20	orlog	100%	platyfish	100	0.007	okay	100	complete	63	Code	CodingOld	0
Funhe2EKm000302t1	v1mix	30	orlog	80%	platyfish	81	0.027	okay	100	complete	17	Code	CodingOld	0
Funhe2EKm000303t1	v1mix	1	orlog	98%	platyfish	86	0.275	okay	100	complete	44	Code	CodingOld	0
Funhe2EKm000304t1	rnasm	20	orlog	100%	platyfish	100	0.016	okay	84	complete	54	Code	CodingOld	0
Funhe2EKm000305t1	rnasm	90	orlog	100%	tilapia	100	0.004	okay	99	complete	66	Code	CodingOld	0
Funhe2EKm000306t1	rnasm	20	inpar	100%	medaka	100	NA	part	62	complete	86	Code	CodingOld	0
Funhe2EKm000307t1	rnasm	9	inpar	93%	tilapia	35	NA	part	74	partial	11	Code	CodingOld	0
Funhe2EKm000308t1	rnasm	6	orlog	100%	tilapia	100	0.086	okay	96	complete	46	Code	CodingOld	0
Funhe2EKm000309t1	rnasm	10	orlog	94%	platyfish	99	0.160	okay	90	partial	92	Code	CodingOld	0
Funhe2EKm000310t1	rnasm	0.2	noor	34%	catfish	100	0.260	okay	100	complete	86	Code	CodingOld	1
Funhe2EKm000311t1	gmodel	1	orlog	100%	platyfish	99	0.075	okay	100	complete	96	Code	CodingOld	0
Funhe2EKm000313t1	rnasm	4	orlog	100%	mayzebr	97	0.058	okay	100	complete	22	Code	CodingOld	0
Funhe2EKm000314t1	gmodel	20	orlog	100%	platyfish	99	0.081	okay	100	complete	67	Code	CodingOld	0
Funhe2EKm000315t1	rnasm	5	noor	100%	platyfish	54	0.124	part	8	complete	100	Code	CodingOld	1
Funhe2EKm000316t1	rnasm	10	orlog	100%	platyfish	100	0.043	okay	100	complete	93	Code	CodingOld	0
Funhe2EKm000318t1	v1mix	40	orlog	97%	platyfish	63	0.362	okay	100	complete	20	Code	CodingOld	0
Funhe2EKm000319t1	v1mix	4	noor	99%	platyfish	91	0.135	okay	100	complete	55	Code	CodingOld	0
Funhe2EKm000320t1	rnasm	20	orlog	82%	platyfish	90	NA	okay	100	partial	99	Code	CodingOld	0
Funhe2EKm000321t1	v1mix	70	orlog	100%	mayzebr	96	0.053	okay	100	complete	46	Code	CodingOld	0
Funhe2EKm000322t1	rnasm	20	orlog	95%	platyfish	100	0.118	okay	91	complete	87	Code	CodingOld	0
Funhe2EKm000324t1	v1mix	0.04	noor	28%	mayzebr	35	0.242	okay	100	complete	41	Code	Transposon	0
Funhe2EKm000325t1	rnasm	5	orlog	64%	platyfish	88	0.213	okay	89	partial	97	Code	CodingOld	0
Funhe2EKm000326t1	rnasm	0.3	orlog	100%	tetraodon	100	0.054	okay	100	complete	30	Code	CodingOld	0
Funhe2EKm000328t1	gmodel	20	orlog	100%	platyfish	100	0.045	okay	100	complete	54	Code	CodingOld	0
Funhe2EKm000329t1	rnasm	5	orlog	97%	tilapia	97	0.062	part	63	complete	95	Code	CodingOld	0
Funhe2EKm000331t1	rnasm	7	orlog	100%	platyfish	100	0.128	okay	100	complete	90	Code	CodingOld	0
Funhe2EKm000332t1	rnasm	4	orlog	100%	platyfish	100	0.097	okay	100	complete	79	Code	Transposon	0
Funhe2EKm000334t1	gmodel	2	orlog	100%	platyfish	100	0.160	okay	100	complete	94	Code	CodingOld	0
Funhe2EKm000335t1	rnasm	10	orlog	100%	platyfish	100	0.151	okay	98	complete	72	Code	CodingOld	0
Funhe2EKm000337t1	rnasm	7	orlog	100%	mayzebr	91	0.021	okay	100	complete	41	Code	CodingOld	0
Funhe2EKm000338t1	rnasm	10	orlog	97%	platyfish	99	0.177	okay	100	complete	60	Code	CodingOld	0
Funhe2EKm000340t1	v1mix	50	orlog	98%	medaka	93	0.031	okay	100	complete	47	Code	CodingOld	0
Funhe2EKm000342t1	rnasm	0.6	upar	40%	stickleback	31	NA	part	76	partial	99	Noncode	CodingOld	0
Funhe2EKm000343t1	rnasm	30	inpar	100%	platyfish	93	NA	split	100	complete	60	Code	CodingOld	0
Funhe2EKm000344t1	rnasm	4	orlog	96%	mayzebr	100	0.066	okay	99	partial	99	Code	CodingOld	0
Funhe2EKm000345t1	gmodel	20	upar	57%	catfish	74	0.158	okay	100	complete	65	Code	Transposon	1
Funhe2EKm000353t1	rnasm	10	orlog	99%	platyfish	100	0.269	okay	100	complete	51	Code	CodingOld	0
Funhe2EKm000354t1	rnasm	20	inpar	100%	tilapia	100	NA	part	69	complete	61	Code	CodingOld	0
Funhe2EKm000355t1	rnasm	10	orlog	100%	mayzebr	100	0.021	part	73	complete	37	Code	CodingOld	0
Funhe2EKm000356t1	rnasm	80	upar	0	na	20	NA	okay	96	complete	91	Code	CodingOld	1
Funhe2EKm000357t1	rnasm	7	orlog	100%	platyfish	100	0.098	okay	100	complete	39	Code	CodingOld	0
Funhe2EKm000359t1	rnasm	50	orlog	100%	mayzebr	84	0.215	okay	88	complete	70	Code	CodingOld	0
Funhe2EKm000360t1	rnasm	10	orlog	63%	platyfish	66	0.210	okay	100	complete	38	Code	CodingOld	0
Funhe2EKm000361t1	rnasm	3	orlog	100%	platyfish	74	0.084	okay	100	complete	32	Code	CodingOld	0
Funhe2EKm000369t1	rnasm	0.2	noor	49%	platyfish	68	0.055	part	77	complete	80	Code	CodingOld	0
Funhe2EKm000372t1	v1mix	0	upar	26%	tilapia	88	0.390	split	95	complete	86	Code	CodingOld	0
Funhe2EKm000374t1	rnasm	10	orlog	100%	stickleback	94	0.231	part	75	complete	41	Code	CodingOld	0
Funhe2EKm000375t1	gmodel	0.6	orlog	95%	tilapia	71	0.126	okay	100	complete	68	Code	CodingOld	0
Funhe2EKm000376t1	rnasm	9	orlog	100%	stickleback	100	0.116	okay	100	complete	99	Code	CodingOld	0
Funhe2EKm000378t1	rnasm	10	orlog	100%	platyfish	100	0.108	okay	100	complete	70	Code	CodingOld	0
Funhe2EKm000379t1	rnasm	5	orlog	100%	platyfish	100	0.093	okay	100	complete	45	Code	CodingOld	0
Funhe2EKm000380t1	rnasm	5	orlog	95%	platyfish	100	0.094	okay	100	complete	58	Code	CodingOld	0
Funhe2EKm000381t1	gmodel	1	orlog	96%	tilapia	89	0.096	okay	100	complete	75	Code	CodingOld	1
Funhe2EKm000383t1	rnasm	0.8	noor	0	na	48	NA	okay	86	complete	72	Code	Transposon	0
Funhe2EKm000386t1	rnasm	4	orlog	100%	platyfish	94	0.040	part	79	complete	28	Code	CodingOld	0
Funhe2EKm000388t1	rnasm	10	orlog	100%	platyfish	92	0.113	okay	97	complete	48	Code	CodingOld	0
Funhe2EKm000389t1	rnasm	0.6	orlog	66%	catfish	93	0.183	okay	99	complete	84	Code	CodingOld	0
Funhe2EKm000390t1	rnasm	20	orlog	100%	platyfish	100	0.076	okay	100	complete	69	Code	CodingOld	0
Funhe2EKm000391t1	rnasm	10	orlog	98%	platyfish	100	0.052	split	100	complete	35	Code	CodingOld	0
Funhe2EKm000392t1	rnasm	4	noor	0	na	27	2.702	part	30	complete	19	Noncode	CodingOld	1
Funhe2EKm000393t1	rnasm	10	noor	0	na	38	NA	part	73	complete	37	Code	CodingOld	0
Funhe2EKm000394t1	rnasm	100	orlog	100%	stickleback	100	0.168	okay	94	complete	61	Code	CodingOld	0
Funhe2EKm000395t1	rnasm	6	orlog	100%	platyfish	99	0.064	okay	90	complete	55	Code	CodingOld	0
Funhe2EKm000396t1	rnasm	20	orlog	100%	stickleback	82	0.058	part	79	complete	72	Code	CodingOld	0
Funhe2EKm000397t1	rnasm	20	orlog	100%	platyfish	100	0.129	okay	92	complete	91	Code	CodingOld	0
Funhe2EKm000398t1	rnasm	10	orlog	97%	stickleback	97	0.061	okay	89	complete	81	Code	CodingOld	0
Funhe2EKm000399t1	rnasm	10	orlog	100%	stickleback	83	0.492	okay	94	complete	37	Code	CodingOld	0
Funhe2EKm000400t1	rnasm	10	orlog	100%	mayzebr	100	0.202	okay	94	complete	67	Code	CodingOld	0
Funhe2EKm000401t1	rnasm	20	orlog	100%	stickleback	100	0.069	okay	93	complete	47	Code	CodingOld	0
Funhe2EKm000402t1	rnasm	7	orlog	100%	platyfish	100	0.106	okay	100	complete	71	Code	CodingOld	0
Funhe2EKm000403t1	rnasm	3000	orlog	98%	stickleback	90	0.197	part	75	partial	100	Code	CodingOld	0
Funhe2EKm000404t1	rnasm	2000	noor	93%	platyfish	86	0.250	split	92	complete	63	Code	CodingOld	0
Funhe2EKm000405t1	rnasm	100	inpar	50%	platyfish	54	NA	part	35	complete	29	Code	CodingOld	1
Funhe2EKm000406t1	gmodel	0.8	noor	0	na	42	0.629	okay	100	complete	42	Code	CodingOld	0
Funhe2EKm000407t1	rnasm	0.5	orlog	82%	mayzebr	70	NA	okay	100	complete	71	Code	CodingOld	0
Funhe2EKm000409t1	rnasm	7	orlog	99%	platyfish	98	0.119	okay	98	complete	68	Code	CodingOld	0
Funhe2EKm000410t1	rnasm	2	orlog	100%	stickleback	100	0.024	okay	96	complete	21	Code	CodingOld	0
Funhe2EKm000411t1	gmodel	0.2	noor	53%	tilapia	47	1.802	okay	100	complete	30	Unknown	Transposon	1
Funhe2EKm000412t1	rnasm	6	orlog	85%	platyfish	100	0.115	part	70	complete	99	Code	CodingOld	0
Funhe2EKm000415t1	v1mix	0.3	noor	1%	mayzebr	46	0.182	okay	100	complete	54	Code	CodingOld	0
Funhe2EKm000416t1	rnasm	10	orlog	100%	tilapia	100	0.098	okay	97	complete	62	Code	CodingOld	0
Funhe2EKm000417t1	rnasm	7	orlog	97%	stickleback	100	0.096	okay	88	partial	44	Unknown	CodingOld	0
Funhe2EKm000418t1	rnasm	3	orlog	97%	tilapia	86	0.035	okay	93	complete	24	Code	CodingOld	0
Funhe2EKm000419t1	gmodel	2	orlog	100%	mayzebr	97	0.162	okay	100	complete	84	Code	CodingOld	0
Funhe2EKm000420t1	rnasm	10	orlog	95%	platyfish	100	0.397	part	65	partial	93	Code	CodingOld	0
Funhe2EKm000421t1	rnasm	3	orlog	100%	platyfish	97	0.227	okay	92	complete	65	Code	CodingOld	0
Funhe2EKm000422t1	rnasm	9	orlog	100%	mayzebr	100	0.100	okay	88	complete	52	Code	CodingOld	0
Funhe2EKm000426t1	rnasm	4	orlog	100%	platyfish	100	0.242	okay	93	complete	86	Code	CodingOld	0
Funhe2EKm000427t1	rnasm	2	noor	35%	catfish	100	0.279	part	79	partial	75	Code	Transposon	0
Funhe2EKm000428t1	rnasm	3	orlog	97%	tilapia	100	0.019	okay	100	complete	76	Code	CodingOld	0
Funhe2EKm000429t1	rnasm	6	orlog	100%	mayzebr	97	0.209	okay	100	complete	53	Code	CodingOld	0
Funhe2EKm000430t1	rnasm	1	orlog	100%	platyfish	91	0.044	okay	100	complete	60	Code	CodingOld	0
Funhe2EKm000431t1	rnasm	3	orlog	78%	mayzebr	100	0.137	okay	80	complete	85	Code	CodingOld	0
Funhe2EKm000432t1	rnasm	100	orlog	100%	platyfish	84	0.055	part	63	complete	34	Code	CodingOld	0
Funhe2EKm000434t1	rnasm	0.6	inpar	82%	medaka	100	NA	okay	88	partial	83	Code	Transposon	1
Funhe2EKm000435t1	gmodel	20	inpar	61%	tilapia	61	NA	okay	100	complete	16	Unknown	CodingOld	1
Funhe2EKm000436t1	rnasm	50	noor	0	na	100	0.207	okay	98	partial	55	Code	CodingOld	0
Funhe2EKm000438t1	rnasm	20	inpar	100%	mayzebr	97	NA	part	59	complete	62	Code	CodingOld	0
Funhe2EKm000439t1	gmodel	1	noor	0	na	33	NA	okay	100	complete	5	Noncode	NoncodeOld	0
Funhe2EKm000440t1	rnasm	20	orlog	99%	platyfish	93	0.078	part	61	complete	98	Code	CodingOld	0
Funhe2EKm000441t1	rnasm	50	orlog	100%	platyfish	99	0.018	okay	95	complete	89	Code	CodingOld	0
Funhe2EKm000442t1	rnasm	0.5	orlog	91%	platyfish	100	0.224	okay	100	complete	44	Code	CodingOld	0
Funhe2EKm000443t1	rnasm	8	orlog	83%	platyfish	80	0.250	okay	100	complete	44	Code	CodingOld	0
Funhe2EKm000444t1	rnasm	7	orlog	100%	mayzebr	97	0.303	okay	91	partial	96	Code	CodingOld	0
Funhe2EKm000445t1	rnasm	0.9	orlog	88%	tilapia	64	0.200	okay	94	complete	80	Code	CodingOld	0
Funhe2EKm000446t1	rnasm	8	orlog	100%	platyfish	98	0.046	okay	93	complete	78	Code	CodingOld	0
Funhe2EKm000447t1	rnasm	20	orlog	100%	mayzebr	100	0.461	okay	100	complete	55	Code	CodingOld	0
Funhe2EKm000448t1	rnasm	10	orlog	100%	medaka	100	0.070	okay	100	complete	60	Code	CodingOld	0
Funhe2EKm000450t1	rnasm	10	orlog	100%	platyfish	100	0.027	okay	95	complete	59	Code	CodingOld	0
Funhe2EKm000451t1	rnasm	10	noor	0	na	52	NA	part	76	partial	100	Noncode	NoncodeOld	0
Funhe2EKm000452t1	rnasm	20	orlog	100%	platyfish	100	0.006	okay	100	complete	68	Code	CodingOld	0
Funhe2EKm000453t1	rnasm	20	orlog	98%	platyfish	100	0.155	okay	98	partial	97	Code	CodingOld	0
Funhe2EKm000454t1	rnasm	7	orlog	100%	platyfish	95	0.035	okay	96	complete	98	Code	CodingOld	0
Funhe2EKm000455t1	rnasm	1	orlog	100%	platyfish	100	0.106	okay	100	complete	97	Code	CodingOld	0
Funhe2EKm000456t1	rnasm	10	orlog	79%	platyfish	98	0.033	okay	91	complete	67	Code	CodingOld	0
Funhe2EKm000457t1	rnasm	3	orlog	100%	platyfish	86	0.295	okay	88	complete	85	Code	CodingOld	0
Funhe2EKm000458t1	rnasm	10	orlog	100%	platyfish	99	0.111	okay	89	complete	74	Code	CodingOld	0
Funhe2EKm000459t1	gmodel	1	orlog	98%	mayzebr	99	0.659	okay	100	complete	70	Code	CodingOld	0
Funhe2EKm000461t1	rnasm	5	orlog	100%	platyfish	100	0.310	okay	100	complete	52	Code	CodingOld	0
Funhe2EKm000462t1	rnasm	3	orlog	100%	platyfish	100	0.087	okay	100	complete	68	Code	CodingOld	0
Funhe2EKm000464t1	gmodel	0	noor	0	na	0	NA	okay	100	complete	20	Code	CodingNew	0
Funhe2EKm000465t1	rnasm	20	orlog	100%	platyfish	100	0.234	okay	100	partial	51	Code	CodingOld	0
Funhe2EKm000466t1	rnasm	20	orlog	100%	stickleback	100	0.006	okay	88	complete	65	Code	CodingOld	0
Funhe2EKm000467t1	rnasm	20	orlog	92%	catfish	100	0.039	okay	86	partial	99	Code	CodingOld	0
Funhe2EKm000468t1	rnasm	10	orlog	100%	platyfish	100	0.160	okay	100	complete	68	Code	CodingOld	0
Funhe2EKm000469t1	rnasm	5	orlog	100%	tilapia	100	0.153	okay	95	complete	83	Code	CodingOld	0
Funhe2EKm000470t1	rnasm	0.8	upar	29%	tilapia	65	NA	part	77	partial	100	Code	CodingOld	1
Funhe2EKm000471t1	rnasm	2	orlog	98%	mayzebr	100	0.166	okay	100	partial	87	Code	CodingOld	0
Funhe2EKm000472t1	rnasm	2	inpar	100%	mayzebr	100	NA	okay	98	complete	85	Code	CodingOld	0
Funhe2EKm000473t1	rnasm	2	inpar	98%	mayzebr	100	NA	okay	100	complete	86	Code	CodingOld	0
Funhe2EKm000474t1	rnasm	1	inpar	89%	mayzebr	100	NA	okay	100	partial	56	Code	CodingOld	1
Funhe2EKm000475t1	rnasm	6	orlog	100%	platyfish	100	0.057	okay	89	complete	63	Code	CodingOld	0
Funhe2EKm000476t1	rnasm	10	orlog	88%	tilapia	100	1.17754e-12	okay	99	complete	38	Code	CodingOld	1
Funhe2EKm000477t1	rnasm	50	orlog	98%	platyfish	100	0.227	part	45	partial	100	Code	CodingOld	0
Funhe2EKm000478t1	rnasm	30	orlog	100%	platyfish	100	0.196	okay	98	partial	60	Code	CodingOld	0
Funhe2EKm000479t1	rnasm	20	orlog	99%	platyfish	100	0.065	okay	100	complete	90	Code	CodingOld	0
Funhe2EKm000480t1	rnasm	20	orlog	100%	mayzebr	100	0.110	okay	100	complete	84	Code	CodingOld	0
Funhe2EKm000481t1	rnasm	3	orlog	70%	mayzebr	100	0.521	okay	100	complete	55	Code	CodingOld	0
Funhe2EKm000482t1	rnasm	4	orlog	100%	mayzebr	93	0.143	okay	99	complete	64	Code	CodingOld	0
Funhe2EKm000483t1	rnasm	30	orlog	100%	mayzebr	99	0.121	okay	92	complete	80	Code	CodingOld	0
Funhe2EKm000484t1	rnasm	0.5	noor	0	na	99	NA	okay	100	partial	78	Code	CodingOld	0
Funhe2EKm000487t1	rnasm	2	orlog	95%	stickleback	30	NA	okay	93	complete	80	Code	CodingOld	0
Funhe2EKm000488t1	gmodel	10	orlog	83%	platyfish	59	0.068	okay	100	complete	12	Code	CodingOld	0
Funhe2EKm000489t1	rnasm	100	orlog	100%	platyfish	100	0.026	okay	100	complete	73	Code	CodingOld	0
Funhe2EKm000490t1	rnasm	60	orlog	99%	platyfish	97	0.194	okay	99	complete	61	Code	CodingOld	0
Funhe2EKm000491t1	rnasm	20	orlog	100%	platyfish	86	0.078	okay	100	complete	41	Code	CodingOld	0
Funhe2EKm000492t1	rnasm	7	orlog	95%	platyfish	94	0.303	okay	92	complete	88	Code	CodingOld	0
Funhe2EKm000493t1	rnasm	30	orlog	100%	platyfish	98	0.029	okay	89	complete	86	Code	CodingOld	0
Funhe2EKm000495t1	rnasm	8	orlog	91%	mayzebr	99	0.089	okay	80	complete	77	Code	CodingOld	0
Funhe2EKm000496t1	rnasm	6	orlog	100%	mayzebr	100	0.039	okay	99	complete	81	Code	CodingOld	0
Funhe2EKm000497t1	rnasm	1	orlog	100%	platyfish	100	0.253	okay	100	complete	74	Code	CodingOld	0
Funhe2EKm000498t1	gmodel	0.7	orlog	99%	platyfish	69	0.260	okay	100	complete	63	Code	CodingOld	0
Funhe2EKm000499t1	rnasm	1	orlog	96%	tilapia	100	0.088	okay	91	complete	68	Code	CodingOld	0
Funhe2EKm000500t1	rnasm	8	orlog	100%	platyfish	97	0.151	okay	99	complete	25	Code	CodingOld	0
Funhe2EKm000501t1	rnasm	3	orlog	99%	platyfish	100	0.189	okay	100	complete	61	Code	CodingOld	1
Funhe2EKm000502t1	rnasm	0.5	noor	100%	medaka	68	NA	okay	83	complete	57	Code	Transposon	0
Funhe2EKm000503t1	rnasm	6	orlog	100%	mayzebr	100	0.065	okay	100	complete	69	Code	CodingOld	0
Funhe2EKm000504t1	gmodel	0.04	upar	18%	mayzebr	54	0.318	okay	100	complete	31	Unknown	Transposon	0
Funhe2EKm000505t1	gmodel	20	upar	0	na	0	NA	okay	100	complete	65	Code	CodingNew	0
Funhe2EKm000506t1	rnasm	5	inpar	100%	platyfish	88	NA	part	72	complete	66	Code	CodingOld	0
Funhe2EKm000507t1	rnasm	4	orlog	99%	platyfish	100	0.162	okay	88	complete	78	Code	CodingOld	0
Funhe2EKm000508t1	gmodel	6	orlog	100%	platyfish	100	0.106	okay	100	complete	38	Code	CodingOld	0
Funhe2EKm000509t1	rnasm	7	orlog	99%	platyfish	100	0.122	okay	100	complete	25	Code	CodingOld	0
Funhe2EKm000510t1	v1mix	4	orlog	65%	mayzebr	100	0.148	okay	100	partial	100	Code	CodingOld	0
Funhe2EKm000512l2t1	v1mix	0	orlog	100%	platyfish	100	0.015	okay	100	partial	57	Unknown	CodingOld	0
Funhe2EKm000512t1	rnasm	8	orlog	94%	platyfish	95	0.195	okay	89	complete	60	Code	CodingOld	0
Funhe2EKm000513t1	gmodel	2	orlog	90%	mayzebr	100	0.210	okay	100	complete	76	Code	CodingOld	0
Funhe2EKm000514t1	rnasm	5	orlog	100%	mayzebr	100	0.057	okay	100	complete	61	Code	CodingOld	0
Funhe2EKm000515t1	rnasm	30	orlog	100%	platyfish	100	0.026	okay	88	partial	78	Code	CodingOld	0
Funhe2EKm000516t1	rnasm	20	orlog	100%	platyfish	100	NA	okay	100	complete	76	Code	CodingOld	0
Funhe2EKm000517t1	rnasm	7	orlog	100%	platyfish	88	0.185	okay	89	complete	75	Code	CodingOld	0
Funhe2EKm000518t1	gmodel	0.9	orlog	100%	mayzebr	92	0.203	okay	100	complete	65	Code	CodingOld	0
Funhe2EKm000519t1	rnasm	4	orlog	98%	mayzebr	100	0.198	okay	97	complete	70	Code	CodingOld	0
Funhe2EKm000520t1	gmodel	2	noor	58%	tilapia	55	0.142	okay	100	complete	30	Unknown	Transposon	0
Funhe2EKm000521t1	rnasm	6	inpar	74%	platyfish	86	NA	split	15	complete	0	Code	CodingOld	0
Funhe2EKm000522t1	rnasm	100	orlog	100%	platyfish	100	0.125	part	74	partial	99	Code	CodingOld	0
Funhe2EKm000523t1	rnasm	1	orlog	100%	platyfish	100	0.115	okay	100	complete	78	Code	CodingOld	0
Funhe2EKm000524t1	rnasm	7	orlog	100%	mayzebr	100	0.068	okay	100	complete	62	Code	CodingOld	0
Funhe2EKm000525t1	rnasm	3	orlog	100%	platyfish	100	0.232	okay	96	complete	87	Code	CodingOld	0
Funhe2EKm000526t1	rnasm	8	orlog	91%	platyfish	96	0.269	part	77	complete	90	Code	CodingOld	0
Funhe2EKm000527t1	rnasm	10	orlog	100%	tilapia	85	0.159	okay	85	complete	72	Code	CodingOld	0
Funhe2EKm000528t1	rnasm	2	noor	0	na	97	NA	okay	98	partial	99	Noncode	NoncodeOld	1
Funhe2EKm000529t1	gmodel	1	orlog	100%	mayzebr	90	0.476	okay	100	complete	83	Code	CodingOld	0
Funhe2EKm000530t1	rnasm	20	orlog	74%	tilapia	88	0.118	part	75	complete	79	Code	CodingOld	0
Funhe2EKm000531t1	rnasm	2	orlog	100%	platyfish	100	0.132	okay	95	complete	46	Code	CodingOld	0
Funhe2EKm000532t1	rnasm	4	orlog	100%	platyfish	100	0.068	okay	100	complete	73	Code	CodingOld	0
Funhe2EKm000533t1	rnasm	5	orlog	98%	platyfish	100	0.072	okay	100	complete	64	Code	CodingOld	0
Funhe2EKm000535t1	gmodel	0.4	orlog	100%	mayzebr	78	NA	okay	100	complete	71	Code	CodingOld	0
Funhe2EKm000536t1	rnasm	10	orlog	100%	platyfish	100	0.122	okay	98	partial	91	Code	CodingOld	0
Funhe2EKm000537t1	rnasm	200	orlog	96%	mayzebr	100	0.322	okay	100	complete	42	Code	CodingOld	0
Funhe2EKm000538t1	rnasm	100	orlog	92%	platyfish	100	0.410	okay	100	complete	63	Code	CodingOld	0
Funhe2EKm000539t1	gmodel	10	orlog	100%	platyfish	98	0.072	okay	100	complete	92	Code	CodingOld	0
Funhe2EKm000540t1	rnasm	5	orlog	100%	platyfish	97	0.058	okay	100	complete	75	Code	CodingOld	0
Funhe2EKm000542t1	rnasm	30	orlog	100%	platyfish	100	0.116	okay	100	complete	66	Code	CodingOld	0
Funhe2EKm000543t1	rnasm	40	noor	100%	platyfish	80	0.295	okay	100	complete	91	Code	CodingOld	0
Funhe2EKm000545t1	rnasm	30	orlog	100%	platyfish	100	0.077	okay	97	complete	73	Code	CodingOld	0
Funhe2EKm000546t1	rnasm	7	orlog	100%	tilapia	100	0.302	okay	100	complete	43	Code	CodingOld	0
Funhe2EKm000547t1	rnasm	1	orlog	96%	mayzebr	98	0.458	okay	100	complete	83	Code	CodingOld	0
Funhe2EKm000548t1	rnasm	20	orlog	100%	mayzebr	100	0.140	okay	100	complete	59	Code	CodingOld	0
Funhe2EKm000549t1	v1mix	0.9	orlog	100%	mayzebr	90	0.218	okay	100	complete	82	Code	CodingOld	0
Funhe2EKm000550t1	rnasm	90	orlog	100%	tilapia	100	0.125	okay	87	complete	83	Code	CodingOld	0
Funhe2EKm000551t1	rnasm	60	orlog	100%	platyfish	100	0.034	okay	99	complete	89	Code	CodingOld	0
Funhe2EKm000552t1	rnasm	0.8	orlog	80%	tilapia	100	0.379	okay	100	complete	75	Code	CodingOld	0
Funhe2EKm000554t1	rnasm	10	orlog	97%	tilapia	100	0.083	okay	99	complete	90	Code	CodingOld	0
Funhe2EKm000555t1	rnasm	20	orlog	100%	platyfish	100	0.106	okay	99	complete	84	Code	CodingOld	0
Funhe2EKm000556t1	rnasm	3	orlog	100%	platyfish	100	0.210	okay	97	partial	64	Code	CodingOld	0
Funhe2EKm000557t1	rnasm	0.5	orlog	63%	platyfish	100	NA	okay	86	partial	84	Code	CodingOld	0
Funhe2EKm000558t1	rnasm	0.5	orlog	26%	platyfish	100	0.347	okay	100	partial	99	Unknown	CodingOld	0
Funhe2EKm000559t1	rnasm	6	orlog	100%	platyfish	98	0.119	okay	98	complete	63	Code	CodingOld	0
Funhe2EKm000560t1	rnasm	1	orlog	100%	tilapia	100	0.092	okay	98	complete	86	Code	CodingOld	0
Funhe2EKm000561t1	rnasm	2	orlog	100%	platyfish	100	0.295	okay	99	complete	75	Code	CodingOld	0
